filename,graph_type,n,density,seed,runtime_s,peak_memory_kb
degenerate_n37_p100_seed3.json,degenerate,37,1.0,3,483.29312203600034,2660.89453125
degenerate_n37_p100_seed4.json,degenerate,37,1.0,4,1.3377689410000002,653.9375
degenerate_n37_p100_seed5.json,degenerate,37,1.0,5,1.4039192530000002,614.9248046875
degenerate_n37_p100_seed6.json,degenerate,37,1.0,6,95.40811033400001,1260.9755859375
degenerate_n37_p100_seed7.json,degenerate,37,1.0,7,1.2227896859999985,670.1884765625
degenerate_n37_p100_seed8.json,degenerate,37,1.0,8,15.458123205000009,937.3076171875
degenerate_n37_p100_seed9.json,degenerate,37,1.0,9,282.129657678,2266.2158203125
degenerate_n37_p30_seed1.json,degenerate,37,0.3,1,0.23728321499999996,592.8798828125
degenerate_n37_p30_seed10.json,degenerate,37,0.3,10,0.24921543499999999,507.7529296875
degenerate_n37_p30_seed2.json,degenerate,37,0.3,2,0.308092356,445.7900390625
degenerate_n37_p30_seed3.json,degenerate,37,0.3,3,142.79427834699982,1958.2841796875
degenerate_n37_p30_seed4.json,degenerate,37,0.3,4,0.2770655110000001,446.6171875
degenerate_n37_p30_seed5.json,degenerate,37,0.3,5,132.7832126400001,1855.4267578125
degenerate_n37_p30_seed6.json,degenerate,37,0.3,6,0.2953143620000001,522.005859375
degenerate_n37_p30_seed7.json,degenerate,37,0.3,7,0.24954732700000012,514.134765625
degenerate_n37_p30_seed8.json,degenerate,37,0.3,8,0.2985053870000001,468.3994140625
degenerate_n37_p30_seed9.json,degenerate,37,0.3,9,0.6614872849999999,594.86328125
degenerate_n37_p60_seed1.json,degenerate,37,0.6,1,0.5393455619999995,508.802734375
degenerate_n37_p60_seed10.json,degenerate,37,0.6,10,182.00799157099996,2253.5634765625
degenerate_n37_p60_seed2.json,degenerate,37,0.6,2,0.5046508160000002,564.6416015625
degenerate_n37_p60_seed3.json,degenerate,37,0.6,3,0.3893901630000003,565.20703125
degenerate_n37_p60_seed4.json,degenerate,37,0.6,4,26.16752768199998,1056.193359375
degenerate_n37_p60_seed5.json,degenerate,37,0.6,5,442.7798117299999,2352.708984375
degenerate_n37_p60_seed6.json,degenerate,37,0.6,6,1.0498611480000004,598.162109375
degenerate_n37_p60_seed7.json,degenerate,37,0.6,7,1.0646175000000004,620.0087890625
degenerate_n37_p60_seed8.json,degenerate,37,0.6,8,1.1770975349999995,619.2763671875
degenerate_n37_p60_seed9.json,degenerate,37,0.6,9,259.539868725,2530.04296875
degenerate_n40_p100_seed1.json,degenerate,40,1.0,1,18.944965738000008,1246.6962890625
degenerate_n40_p100_seed10.json,degenerate,40,1.0,10,0.49104596099999986,628.30078125
degenerate_n40_p100_seed2.json,degenerate,40,1.0,2,2.5041890810000007,846.1884765625
degenerate_n40_p100_seed3.json,degenerate,40,1.0,3,313.15210309699995,3421.21484375
degenerate_n40_p100_seed4.json,degenerate,40,1.0,4,173.28970588400009,3245.2041015625
degenerate_n40_p100_seed5.json,degenerate,40,1.0,5,2.8098682799999986,916.37109375
